x,y,rho
9.553300949582323176e-03,1.186339322075493155e-02,1.343995965436292073e+00
1.426188630246582462e-02,1.432199749823154927e-02,1.334735900029722311e+00
1.916399832097835654e-02,1.638051151063625935e-02,1.329020379487523940e+00
2.417974070726481434e-02,1.814990830186537230e-02,1.324896931773987596e+00
2.926908661483670210e-02,1.969791252041049046e-02,1.322409326183266343e+00
3.440943639788836272e-02,2.106883729044796080e-02,1.320489778841881012e+00
3.958687874569231935e-02,2.229338882974088096e-02,1.318484133965799110e+00
4.479227681058169791e-02,2.339384094793847679e-02,1.316846389305479592e+00
5.001931805836178080e-02,2.438695656155816238e-02,1.315468964049697709e+00
5.563288869498952960e-02,2.534248525557269982e-02,1.314009231921119181e+00
6.284108350311967683e-02,2.642067204662659069e-02,1.312822010272200579e+00
7.231235013153233804e-02,2.763572201719102089e-02,1.311341514742428105e+00
8.286694861257638822e-02,2.876701278736235740e-02,1.309752317626773799e+00
9.346800540295224780e-02,2.968973672821082627e-02,1.308563528419305344e+00
1.040836483963335224e-01,3.042821452140932748e-02,1.307448203557518784e+00
1.147094226894347507e-01,3.100416684352389970e-02,1.306366887435884250e+00
1.253421339572846904e-01,3.143515663168654217e-02,1.305489357471653955e+00
1.359794109448889121e-01,3.173571630303309576e-02,1.304792506059093915e+00
1.466194130200409451e-01,3.191809963146519102e-02,1.303730069367379008e+00
1.572607275384196868e-01,3.199280314003760672e-02,1.302036821979091430e+00
1.679023104866285976e-01,3.196893295160739557e-02,1.300043250655200877e+00
1.785433268870969536e-01,3.185447137297173215e-02,1.297362720662075253e+00
1.891831278685868478e-01,3.165647491296239013e-02,1.293733884506649945e+00
1.998212439018762776e-01,3.138122448404079279e-02,1.289783710380834281e+00
2.104572636204639635e-01,3.103434269640539464e-02,1.285706178891121043e+00
2.210909068331370353e-01,3.062088191552170963e-02,1.282181189831887780e+00
2.317219780682319152e-01,3.014539664339223324e-02,1.278617065291495436e+00
2.423503016220740491e-01,2.961200286702064810e-02,1.275181424099187666e+00
2.529757807932895286e-01,2.902442182857994935e-02,1.272275793591550519e+00
2.635983366381806636e-01,2.838602084437100159e-02,1.269613226355613911e+00
2.742179009603644690e-01,2.769984503811917520e-02,1.267159919459871054e+00
2.848344636563219234e-01,2.696864045767130569e-02,1.264716200307747007e+00
2.954480278721586251e-01,2.619487849190371698e-02,1.262658216769088515e+00
3.060585729768421359e-01,2.538077723571174199e-02,1.260579949632061325e+00
3.166661049535376971e-01,2.452831360208244937e-02,1.258568090343575863e+00
3.272706375662714495e-01,2.363923825985124461e-02,1.256604069071180829e+00
3.378721620001183812e-01,2.271508964891622712e-02,1.254873592547198102e+00
3.484706982148970678e-01,2.175719977513247694e-02,1.253273252608174460e+00
3.590662369073772675e-01,2.076670811688408058e-02,1.251869872819521445e+00
3.696587729209036555e-01,1.974456615278768340e-02,1.250445872751277943e+00
3.802482882959924426e-01,1.869154603541505963e-02,1.249067112554969938e+00
3.908347433688542649e-01,1.760824726123138423e-02,1.247885321260481906e+00
4.014181074552047868e-01,1.649509914925263027e-02,1.246876276404176087e+00
4.119983171575654080e-01,1.535236978615369015e-02,1.246314243447925962e+00
4.225752903024314611e-01,1.418016914789099053e-02,1.246477133666479054e+00
4.331489484148238756e-01,1.297845038522881488e-02,1.248026347016196302e+00
4.437192083182436297e-01,1.174701433646400950e-02,1.251091954259023087e+00
4.542859224335592527e-01,1.048551981246173374e-02,1.255471044156597271e+00
4.648489195949008224e-01,9.193482302596535718e-03,1.260543064934725122e+00
4.754080664428319558e-01,7.870269122395353451e-03,1.265801581676832654e+00
4.859631749607785101e-01,6.515113638879169514e-03,1.270854737204640150e+00
4.965140057109154181e-01,5.127117664142574749e-03,1.275733125917091426e+00
5.070603201478142141e-01,3.705247591378314862e-03,1.280453444343032876e+00
5.176018511643765141e-01,2.248340748893383652e-03,1.285961505503978586e+00
5.281356936874763708e-01,7.554872909527300066e-04,1.291585577710882893e+00
